Date : 2026-04-29 09:13:41
Directory : /home/developer/projects/oral-health-policy-pulse
Total : 459 files,  147316 codes, 13037 comments, 26020 blanks, all 186373 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
+----------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| filename                                                                                                             | language           | code       | comment    | blank      | total      |
+----------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| /home/developer/projects/oral-health-policy-pulse/.dockerignore                                                      | Ignore             |         62 |         13 |         13 |         88 |
| /home/developer/projects/oral-health-policy-pulse/.github/copilot-instructions.md                                    | Markdown           |        145 |          0 |         46 |        191 |
| /home/developer/projects/oral-health-policy-pulse/.github/workflows/ci-build-test.yml                                | YAML               |        119 |          6 |         26 |        151 |
| /home/developer/projects/oral-health-policy-pulse/.github/workflows/deploy-huggingface.yml                           | YAML               |         51 |          2 |         10 |         63 |
| /home/developer/projects/oral-health-policy-pulse/.huggingface/README.md                                             | Markdown           |         74 |          0 |         28 |        102 |
| /home/developer/projects/oral-health-policy-pulse/.huggingface/nginx.conf                                            | Properties         |         91 |         12 |         19 |        122 |
| /home/developer/projects/oral-health-policy-pulse/.huggingface/start.sh                                              | Shell Script       |         34 |          7 |          9 |         50 |
| /home/developer/projects/oral-health-policy-pulse/.huggingface/supervisord.conf                                      | Properties         |         37 |          0 |          5 |         42 |
| /home/developer/projects/oral-health-policy-pulse/CITATIONS.md                                                       | Markdown           |        881 |          0 |        182 |      1,063 |
| /home/developer/projects/oral-health-policy-pulse/CONTRIBUTING.md                                                    | Markdown           |         58 |          0 |         23 |         81 |
| /home/developer/projects/oral-health-policy-pulse/Dockerfile                                                         | Docker             |         46 |         20 |         20 |         86 |
| /home/developer/projects/oral-health-policy-pulse/Makefile                                                           | Makefile           |        145 |          0 |         25 |        170 |
| /home/developer/projects/oral-health-policy-pulse/README.md                                                          | Markdown           |        304 |          0 |        120 |        424 |
| /home/developer/projects/oral-health-policy-pulse/README_HF.md                                                       | Markdown           |         94 |          0 |         30 |        124 |
| /home/developer/projects/oral-health-policy-pulse/__init__.py                                                        | Python             |         17 |          1 |          4 |         22 |
| /home/developer/projects/oral-health-policy-pulse/agents/__init__.py                                                 | Python             |         14 |          1 |          2 |         17 |
| /home/developer/projects/oral-health-policy-pulse/agents/advocacy.py                                                 | Python             |        298 |         58 |         53 |        409 |
| /home/developer/projects/oral-health-policy-pulse/agents/base.py                                                     | Python             |        100 |         47 |         25 |        172 |
| /home/developer/projects/oral-health-policy-pulse/agents/classifier.py                                               | Python             |        189 |         67 |         40 |        296 |
| /home/developer/projects/oral-health-policy-pulse/agents/debate_grader.py                                            | Python             |        305 |         64 |         56 |        425 |
| /home/developer/projects/oral-health-policy-pulse/agents/mlflow_base.py                                              | Python             |        162 |        108 |         38 |        308 |
| /home/developer/projects/oral-health-policy-pulse/agents/mlflow_classifier.py                                        | Python             |        140 |        147 |         22 |        309 |
| /home/developer/projects/oral-health-policy-pulse/agents/orchestrator.py                                             | Python             |        154 |         81 |         35 |        270 |
| /home/developer/projects/oral-health-policy-pulse/agents/parser.py                                                   | Python             |        123 |         47 |         30 |        200 |
| /home/developer/projects/oral-health-policy-pulse/agents/scraper.py                                                  | Python             |      1,505 |        286 |        323 |      2,114 |
| /home/developer/projects/oral-health-policy-pulse/agents/scraper_undetected.py                                       | Python             |        173 |         46 |         43 |        262 |
| /home/developer/projects/oral-health-policy-pulse/agents/sentiment.py                                                | Python             |        248 |         73 |         61 |        382 |
| /home/developer/projects/oral-health-policy-pulse/alerts/keyword_monitor.py                                          | Python             |        344 |        146 |         78 |        568 |
| /home/developer/projects/oral-health-policy-pulse/api/__init__.py                                                    | Python             |          2 |          1 |          2 |          5 |
| /home/developer/projects/oral-health-policy-pulse/api/app.py                                                         | Python             |        429 |        100 |         89 |        618 |
| /home/developer/projects/oral-health-policy-pulse/api/auth.py                                                        | Python             |         74 |         52 |         28 |        154 |
| /home/developer/projects/oral-health-policy-pulse/api/database.py                                                    | Python             |         35 |         18 |         10 |         63 |
| /home/developer/projects/oral-health-policy-pulse/api/main.py                                                        | Python             |        693 |        152 |        143 |        988 |
| /home/developer/projects/oral-health-policy-pulse/api/models.py                                                      | Python             |        148 |         41 |         64 |        253 |
| /home/developer/projects/oral-health-policy-pulse/api/routes/__init__.py                                             | Python             |          0 |          3 |          1 |          4 |
| /home/developer/projects/oral-health-policy-pulse/api/routes/auth.py                                                 | Python             |        310 |         50 |         77 |        437 |
| /home/developer/projects/oral-health-policy-pulse/api/routes/contact.py                                              | Python             |         41 |         65 |         13 |        119 |
| /home/developer/projects/oral-health-policy-pulse/api/routes/hf_search.py                                            | Python             |         90 |         67 |         26 |        183 |
| /home/developer/projects/oral-health-policy-pulse/api/routes/search.py                                               | Python             |        697 |        549 |        146 |      1,392 |
| /home/developer/projects/oral-health-policy-pulse/api/routes/social.py                                               | Python             |        393 |         43 |        109 |        545 |
| /home/developer/projects/oral-health-policy-pulse/api/routes/stats.py                                                | Python             |        283 |         96 |         57 |        436 |
| /home/developer/projects/oral-health-policy-pulse/api/static/assets/index-DrgVaTBR.js                                | JavaScript         |        186 |          0 |          3 |        189 |
| /home/developer/projects/oral-health-policy-pulse/api/static/assets/index-F9fqvDye.css                               | PostCSS            |          1 |          0 |          1 |          2 |
| /home/developer/projects/oral-health-policy-pulse/api/static/communityone_logo.svg                                   | XML                |         13 |          5 |          5 |         23 |
| /home/developer/projects/oral-health-policy-pulse/api/static/index.html                                              | HTML               |         24 |          1 |          2 |         27 |
| /home/developer/projects/oral-health-policy-pulse/api/static/privacyfacebook.html                                    | HTML               |        244 |          0 |         33 |        277 |
| /home/developer/projects/oral-health-policy-pulse/app.yaml                                                           | YAML               |         31 |          2 |          5 |         38 |
| /home/developer/projects/oral-health-policy-pulse/config/__init__.py                                                 | Python             |          2 |          1 |          2 |          5 |
| /home/developer/projects/oral-health-policy-pulse/config/settings.py                                                 | Python             |         76 |         22 |         22 |        120 |
| /home/developer/projects/oral-health-policy-pulse/databricks/README.md                                               | Markdown           |        279 |          0 |         71 |        350 |
| /home/developer/projects/oral-health-policy-pulse/databricks/communityone_schema.sql                                 | MS SQL             |        501 |         88 |         53 |        642 |
| /home/developer/projects/oral-health-policy-pulse/databricks/deployment.py                                           | Python             |        193 |        108 |         44 |        345 |
| /home/developer/projects/oral-health-policy-pulse/databricks/evaluation.py                                           | Python             |        162 |        146 |         36 |        344 |
| /home/developer/projects/oral-health-policy-pulse/databricks/notebooks/01_agent_bricks_quickstart.py                 | Python             |         52 |        262 |         16 |        330 |
| /home/developer/projects/oral-health-policy-pulse/debug-dropdown.html                                                | HTML               |         80 |          0 |         13 |         93 |
| /home/developer/projects/oral-health-policy-pulse/debug_eboard.py                                                    | Python             |         89 |         15 |         30 |        134 |
| /home/developer/projects/oral-health-policy-pulse/delete_and_publish_all_datasets.py                                 | Python             |        140 |         41 |         47 |        228 |
| /home/developer/projects/oral-health-policy-pulse/deploy-huggingface.sh                                              | Shell Script       |        231 |         35 |         30 |        296 |
| /home/developer/projects/oral-health-policy-pulse/discovery/README_IRS_BMF.md                                        | Markdown           |         62 |          0 |         22 |         84 |
| /home/developer/projects/oral-health-policy-pulse/discovery/README_NONPROFIT_DISCOVERY.md                            | Markdown           |        338 |          0 |        102 |        440 |
| /home/developer/projects/oral-health-policy-pulse/discovery/__init__.py                                              | Python             |          0 |         11 |          1 |         12 |
| /home/developer/projects/oral-health-policy-pulse/discovery/ballotpedia_integration.py                               | Python             |        361 |        215 |        104 |        680 |
| /home/developer/projects/oral-health-policy-pulse/discovery/batch_processor.py                                       | Python             |        352 |        115 |         78 |        545 |
| /home/developer/projects/oral-health-policy-pulse/discovery/census_ingestion.py                                      | Python             |        217 |        110 |         61 |        388 |
| /home/developer/projects/oral-health-policy-pulse/discovery/city_scrapers_urls.py                                    | Python             |        170 |         85 |         59 |        314 |
| /home/developer/projects/oral-health-policy-pulse/discovery/comprehensive_discovery_pipeline.py                      | Python             |        434 |        107 |         95 |        636 |
| /home/developer/projects/oral-health-policy-pulse/discovery/curated_sources.py                                       | Python             |        173 |        163 |         68 |        404 |
| /home/developer/projects/oral-health-policy-pulse/discovery/dataverse_client.py                                      | Python             |        345 |        189 |         91 |        625 |
| /home/developer/projects/oral-health-policy-pulse/discovery/dbpedia_integration.py                                   | Python             |        226 |        167 |         24 |        417 |
| /home/developer/projects/oral-health-policy-pulse/discovery/discovery_pipeline.py                                    | Python             |        192 |         93 |         58 |        343 |
| /home/developer/projects/oral-health-policy-pulse/discovery/external_url_datasets.py                                 | Python             |        362 |         74 |         64 |        500 |
| /home/developer/projects/oral-health-policy-pulse/discovery/fec_integration.py                                       | Python             |        300 |        164 |         77 |        541 |
| /home/developer/projects/oral-health-policy-pulse/discovery/google_civic_integration.py                              | Python             |        225 |        100 |         64 |        389 |
| /home/developer/projects/oral-health-policy-pulse/discovery/google_data_commons.py                                   | Python             |        162 |        119 |         40 |        321 |
| /home/developer/projects/oral-health-policy-pulse/discovery/grants_gov_integration.py                                | Python             |        218 |        115 |         61 |        394 |
| /home/developer/projects/oral-health-policy-pulse/discovery/gsa_domains.py                                           | Python             |        105 |         56 |         39 |        200 |
| /home/developer/projects/oral-health-policy-pulse/discovery/irs_bmf_ingestion.py                                     | Python             |        163 |        119 |         60 |        342 |
| /home/developer/projects/oral-health-policy-pulse/discovery/localview_ingestion.py                                   | Python             |        301 |        100 |         76 |        477 |
| /home/developer/projects/oral-health-policy-pulse/discovery/meetingbank_ingestion.py                                 | Python             |        256 |        128 |         81 |        465 |
| /home/developer/projects/oral-health-policy-pulse/discovery/nces_ingestion.py                                        | Python             |        120 |         59 |         35 |        214 |
| /home/developer/projects/oral-health-policy-pulse/discovery/nonprofit_discovery.py                                   | Python             |        410 |        164 |        119 |        693 |
| /home/developer/projects/oral-health-policy-pulse/discovery/openstates_sources.py                                    | Python             |        163 |         69 |         65 |        297 |
| /home/developer/projects/oral-health-policy-pulse/discovery/platform_detector.py                                     | Python             |        202 |         98 |         37 |        337 |
| /home/developer/projects/oral-health-policy-pulse/discovery/social_media_discovery.py                                | Python             |        238 |        137 |         59 |        434 |
| /home/developer/projects/oral-health-policy-pulse/discovery/url_discovery_agent.py                                   | Python             |        260 |        147 |         52 |        459 |
| /home/developer/projects/oral-health-policy-pulse/discovery/voter_data_integration.py                                | Python             |        169 |        143 |         50 |        362 |
| /home/developer/projects/oral-health-policy-pulse/discovery/wikidata_integration.py                                  | Python             |        247 |        182 |         33 |        462 |
| /home/developer/projects/oral-health-policy-pulse/discovery/youtube_channel_discovery.py                             | Python             |        305 |        119 |         84 |        508 |
| /home/developer/projects/oral-health-policy-pulse/docker-cleanup.sh                                                  | Shell Script       |         75 |         12 |         17 |        104 |
| /home/developer/projects/oral-health-policy-pulse/docker-compose.yml                                                 | YAML               |         53 |          1 |          6 |         60 |
| /home/developer/projects/oral-health-policy-pulse/docs/ACCOUNTABILITY_DASHBOARD_STRATEGY.md                          | Markdown           |        178 |          0 |         76 |        254 |
| /home/developer/projects/oral-health-policy-pulse/docs/ANSWER_URL_DATASETS.md                                        | Markdown           |        155 |          0 |         50 |        205 |
| /home/developer/projects/oral-health-policy-pulse/docs/API_INTEGRATION_STATUS.md                                     | Markdown           |        364 |          0 |        110 |        474 |
| /home/developer/projects/oral-health-policy-pulse/docs/BIGQUERY_ENRICHMENT.md                                        | Markdown           |        141 |          0 |         51 |        192 |
| /home/developer/projects/oral-health-policy-pulse/docs/BULK_VS_API.md                                                | Markdown           |        252 |          0 |         91 |        343 |
| /home/developer/projects/oral-health-policy-pulse/docs/CENSUS_DATA_FIX.md                                            | Markdown           |         69 |          0 |         32 |        101 |
| /home/developer/projects/oral-health-policy-pulse/docs/CHANGELOG_DISCOVERY_V2.md                                     | Markdown           |        112 |          0 |         38 |        150 |
| /home/developer/projects/oral-health-policy-pulse/docs/CIVIC_TECH_URL_SOURCES.md                                     | Markdown           |        188 |          0 |         67 |        255 |
| /home/developer/projects/oral-health-policy-pulse/docs/CONTACTS_MEETINGS_SUMMARY.md                                  | Markdown           |        274 |          0 |         81 |        355 |
| /home/developer/projects/oral-health-policy-pulse/docs/CONTACTS_MEETINGS_WORKFLOW.md                                 | Markdown           |        246 |          0 |        103 |        349 |
| /home/developer/projects/oral-health-policy-pulse/docs/COST_BREAKDOWN.md                                             | Markdown           |        176 |          0 |         61 |        237 |
| /home/developer/projects/oral-health-policy-pulse/docs/COST_EFFECTIVE_STORAGE.md                                     | Markdown           |        389 |          0 |        159 |        548 |
| /home/developer/projects/oral-health-policy-pulse/docs/DATAVERSE_INTEGRATION.md                                      | Markdown           |        334 |          0 |        112 |        446 |
| /home/developer/projects/oral-health-policy-pulse/docs/DATAVERSE_INTEGRATION_SUMMARY.md                              | Markdown           |        170 |          0 |         57 |        227 |
| /home/developer/projects/oral-health-policy-pulse/docs/DATA_SOURCES.md                                               | Markdown           |        179 |          0 |         61 |        240 |
| /home/developer/projects/oral-health-policy-pulse/docs/DEBATE_GRADER_GUIDE.md                                        | Markdown           |        241 |          0 |         67 |        308 |
| /home/developer/projects/oral-health-policy-pulse/docs/EBOARD_AUTOMATED_SOLUTIONS.md                                 | Markdown           |        304 |          0 |         98 |        402 |
| /home/developer/projects/oral-health-policy-pulse/docs/EBOARD_COOKIE_GUIDE.md                                        | Markdown           |        184 |          0 |         63 |        247 |
| /home/developer/projects/oral-health-policy-pulse/docs/EBOARD_MANUAL_DOWNLOAD.md                                     | Markdown           |         95 |          0 |         31 |        126 |
| /home/developer/projects/oral-health-policy-pulse/docs/ENHANCEMENT_OFFICIAL_SOURCES.md                               | Markdown           |        175 |          0 |         79 |        254 |
| /home/developer/projects/oral-health-policy-pulse/docs/FAST_ENRICHMENT_STRATEGY.md                                   | Markdown           |        247 |          0 |         77 |        324 |
| /home/developer/projects/oral-health-policy-pulse/docs/FRONTEND_INTEGRATION_GUIDE.md                                 | Markdown           |        332 |          0 |        113 |        445 |
| /home/developer/projects/oral-health-policy-pulse/docs/HANDLING_MULTIPLE_FORMATS.md                                  | Markdown           |        508 |          0 |        152 |        660 |
| /home/developer/projects/oral-health-policy-pulse/docs/HUGGINGFACE_DATASETS_ANALYSIS.md                              | Markdown           |        278 |          0 |         91 |        369 |
| /home/developer/projects/oral-health-policy-pulse/docs/HUGGINGFACE_FEATURE_SUMMARY.md                                | Markdown           |        186 |          0 |         76 |        262 |
| /home/developer/projects/oral-health-policy-pulse/docs/HUGGINGFACE_FILE_LIMITS.md                                    | Markdown           |        338 |          0 |        111 |        449 |
| /home/developer/projects/oral-health-policy-pulse/docs/HUGGINGFACE_PUBLISHING.md                                     | Markdown           |        318 |          0 |        129 |        447 |
| /home/developer/projects/oral-health-policy-pulse/docs/HUGGINGFACE_QUICK_START.md                                    | Markdown           |        290 |          0 |        112 |        402 |
| /home/developer/projects/oral-health-policy-pulse/docs/IMPACT_NAVIGATION_GUIDE.md                                    | Markdown           |        249 |          0 |        100 |        349 |
| /home/developer/projects/oral-health-policy-pulse/docs/INSTALLING_DOCUMENT_LIBRARIES.md                              | Markdown           |        118 |          0 |         44 |        162 |
| /home/developer/projects/oral-health-policy-pulse/docs/INTEGRATION_GUIDE.md                                          | Markdown           |        450 |          0 |        107 |        557 |
| /home/developer/projects/oral-health-policy-pulse/docs/INTEGRATION_STATUS.md                                         | Markdown           |        172 |          0 |         58 |        230 |
| /home/developer/projects/oral-health-policy-pulse/docs/JURISDICTION_DISCOVERY.md                                     | Markdown           |        450 |          0 |        131 |        581 |
| /home/developer/projects/oral-health-policy-pulse/docs/JURISDICTION_DISCOVERY_DEPLOYMENT.md                          | Markdown           |        150 |          0 |         60 |        210 |
| /home/developer/projects/oral-health-policy-pulse/docs/JURISDICTION_DISCOVERY_SETUP.md                               | Markdown           |        408 |          0 |        151 |        559 |
| /home/developer/projects/oral-health-policy-pulse/docs/LOCALVIEW_INTEGRATION_GUIDE.md                                | Markdown           |        177 |          0 |         76 |        253 |
| /home/developer/projects/oral-health-policy-pulse/docs/MIGRATION_SUMMARY_V2.md                                       | Markdown           |        193 |          0 |         77 |        270 |
| /home/developer/projects/oral-health-policy-pulse/docs/NEW_CAPABILITIES.md                                           | Markdown           |        256 |          0 |         89 |        345 |
| /home/developer/projects/oral-health-policy-pulse/docs/OAUTH_HUGGINGFACE_FIX.md                                      | Markdown           |        189 |          0 |         57 |        246 |
| /home/developer/projects/oral-health-policy-pulse/docs/POLITICAL_ECONOMY_ANALYSIS.md                                 | Markdown           |        266 |          0 |         89 |        355 |
| /home/developer/projects/oral-health-policy-pulse/docs/RUNNING_DISCOVERY_AT_SCALE.md                                 | Markdown           |        410 |          0 |        126 |        536 |
| /home/developer/projects/oral-health-policy-pulse/docs/SCALE_AND_SEARCH_PATTERNS.md                                  | Markdown           |        684 |          0 |        170 |        854 |
| /home/developer/projects/oral-health-policy-pulse/docs/SCRAPER_IMPROVEMENTS.md                                       | Markdown           |        234 |          0 |         71 |        305 |
| /home/developer/projects/oral-health-policy-pulse/docs/SOCIAL_FEATURES.md                                            | Markdown           |        376 |          0 |         99 |        475 |
| /home/developer/projects/oral-health-policy-pulse/docs/SPLIT_SCREEN_SYSTEM.md                                        | Markdown           |        293 |          0 |         81 |        374 |
| /home/developer/projects/oral-health-policy-pulse/docs/UNIFIED_NONPROFIT_WORKFLOW.md                                 | Markdown           |        205 |          0 |         64 |        269 |
| /home/developer/projects/oral-health-policy-pulse/docs/URL_DATASETS_CONFIRMED.md                                     | Markdown           |        250 |          0 |         91 |        341 |
| /home/developer/projects/oral-health-policy-pulse/docs/URL_DATASET_INVESTIGATION.md                                  | Markdown           |        226 |          0 |         89 |        315 |
| /home/developer/projects/oral-health-policy-pulse/docs/VIDEO_CHANNEL_DISCOVERY.md                                    | Markdown           |        458 |          0 |        151 |        609 |
| /home/developer/projects/oral-health-policy-pulse/docs/VIDEO_SOURCES_COMPLETE.md                                     | Markdown           |        313 |          0 |        125 |        438 |
| /home/developer/projects/oral-health-policy-pulse/docs/VIDEO_URL_SOURCES.md                                          | Markdown           |        371 |          0 |         93 |        464 |
| /home/developer/projects/oral-health-policy-pulse/docs/YOUTUBE_DISCOVERY_IMPROVEMENTS.md                             | Markdown           |        337 |          0 |        102 |        439 |
| /home/developer/projects/oral-health-policy-pulse/enrich_alabama_nonprofits.sh                                       | Shell Script       |         18 |          3 |          7 |         28 |
| /home/developer/projects/oral-health-policy-pulse/examples/GRANTS_GOV_VALUE.md                                       | Markdown           |        181 |          0 |         48 |        229 |
| /home/developer/projects/oral-health-policy-pulse/examples/POLITICAL_FINANCE_QUICK_START.md                          | Markdown           |        308 |          0 |         94 |        402 |
| /home/developer/projects/oral-health-policy-pulse/examples/POLITICAL_INFLUENCE_INTEGRATION.md                        | Markdown           |        384 |          0 |         91 |        475 |
| /home/developer/projects/oral-health-policy-pulse/examples/README.md                                                 | Markdown           |        361 |          0 |        113 |        474 |
| /home/developer/projects/oral-health-policy-pulse/examples/demo_fec_integration.py                                   | Python             |        180 |         54 |         55 |        289 |
| /home/developer/projects/oral-health-policy-pulse/examples/demo_grants_gov.py                                        | Python             |        204 |         35 |         52 |        291 |
| /home/developer/projects/oral-health-policy-pulse/examples/demo_political_influence.py                               | Python             |        260 |         32 |         60 |        352 |
| /home/developer/projects/oral-health-policy-pulse/examples/example_workflow.py                                       | Python             |        132 |         19 |         24 |        175 |
| /home/developer/projects/oral-health-policy-pulse/examples/full_demo.py                                              | Python             |        319 |         27 |         57 |        403 |
| /home/developer/projects/oral-health-policy-pulse/examples/integration_demo.py                                       | Python             |        143 |         36 |         41 |        220 |
| /home/developer/projects/oral-health-policy-pulse/examples/legislative_map_demo.py                                   | Python             |        113 |         30 |         45 |        188 |
| /home/developer/projects/oral-health-policy-pulse/examples/process_multiple_formats.py                               | Python             |         93 |         33 |         36 |        162 |
| /home/developer/projects/oral-health-policy-pulse/examples/targets.json                                              | JSON               |         32 |          0 |          1 |         33 |
| /home/developer/projects/oral-health-policy-pulse/examples/tuscaloosa_accountability_report.py                       | Python             |        488 |        166 |        115 |        769 |
| /home/developer/projects/oral-health-policy-pulse/examples/tuscaloosa_decision_analysis.py                           | Python             |        159 |         28 |         44 |        231 |
| /home/developer/projects/oral-health-policy-pulse/examples/tuscaloosa_political_economy.py                           | Python             |        279 |         76 |        105 |        460 |
| /home/developer/projects/oral-health-policy-pulse/extraction/accountability_dashboards.py                            | Python             |        391 |        137 |         87 |        615 |
| /home/developer/projects/oral-health-policy-pulse/extraction/budget_analyzer.py                                      | Python             |        155 |        202 |         23 |        380 |
| /home/developer/projects/oral-health-policy-pulse/extraction/decision_analyzer.py                                    | Python             |        336 |        106 |         44 |        486 |
| /home/developer/projects/oral-health-policy-pulse/extraction/summarizer.py                                           | Python             |        187 |        216 |         49 |        452 |
