Date : 2026-04-26 14:46:19
Directory : /home/developer/projects/oral-health-policy-pulse
Total : 322 files,  394405 codes, 7100 comments, 15381 blanks, all 416886 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| pipeline                                                                                                             |          4 |        586 |        335 |         90 |      1,011 |
| scripts                                                                                                              |          7 |        722 |        271 |        195 |      1,188 |
| tests                                                                                                                |          1 |         57 |         16 |         24 |         97 |
| visualization                                                                                                        |          2 |        235 |        165 |         37 |        437 |
| website                                                                                                              |         85 |     38,258 |         61 |      5,941 |     44,260 |
| website (Files)                                                                                                      |          7 |     20,059 |         30 |         81 |     20,170 |
| website/blog                                                                                                         |          2 |         39 |          1 |          6 |         46 |
| website/docs                                                                                                         |         65 |     17,103 |          0 |      5,786 |     22,889 |
| website/docs (Files)                                                                                                 |          7 |      1,287 |          0 |        472 |      1,759 |
| website/docs/case-studies                                                                                            |          3 |      1,474 |          0 |        467 |      1,941 |
| website/docs/data-sources                                                                                            |         12 |      3,146 |          0 |      1,065 |      4,211 |
| website/docs/deployment                                                                                              |         11 |      2,946 |          0 |      1,065 |      4,011 |
| website/docs/development                                                                                             |         11 |      2,134 |          0 |        698 |      2,832 |
| website/docs/guides                                                                                                  |         13 |      4,070 |          0 |      1,362 |      5,432 |
| website/docs/integrations                                                                                            |          8 |      2,046 |          0 |        657 |      2,703 |
| website/src                                                                                                          |          6 |        662 |         25 |         60 |        747 |
| website/src/components                                                                                               |          2 |         77 |          0 |          7 |         84 |
| website/src/components/HomepageFeatures                                                                              |          2 |         77 |          0 |          7 |         84 |
| website/src/css                                                                                                      |          1 |        101 |         16 |         19 |        136 |
| website/src/pages                                                                                                    |          3 |        484 |          9 |         34 |        527 |
| website/static                                                                                                       |          5 |        395 |          5 |          8 |        408 |
| website/static/img                                                                                                   |          5 |        395 |          5 |          8 |        408 |
+----------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+----------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| filename                                                                                                             | language           | code       | comment    | blank      | total      |
+----------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| /home/developer/projects/oral-health-policy-pulse/.dockerignore                                                      | Ignore             |         62 |         13 |         13 |         88 |
| /home/developer/projects/oral-health-policy-pulse/.github/copilot-instructions.md                                    | Markdown           |         96 |          0 |         33 |        129 |
| /home/developer/projects/oral-health-policy-pulse/.huggingface/README.md                                             | Markdown           |         92 |          0 |         30 |        122 |
| /home/developer/projects/oral-health-policy-pulse/.huggingface/nginx.conf                                            | Properties         |         59 |          5 |         13 |         77 |
| /home/developer/projects/oral-health-policy-pulse/.huggingface/start.sh                                              | Shell Script       |         11 |          2 |          3 |         16 |
| /home/developer/projects/oral-health-policy-pulse/.huggingface/supervisord.conf                                      | Properties         |         18 |          0 |          3 |         21 |
| /home/developer/projects/oral-health-policy-pulse/CITATIONS.md                                                       | Markdown           |         77 |          0 |         27 |        104 |
| /home/developer/projects/oral-health-policy-pulse/CONTRIBUTING.md                                                    | Markdown           |         58 |          0 |         23 |         81 |
| /home/developer/projects/oral-health-policy-pulse/Dockerfile                                                         | Docker             |         40 |         15 |         15 |         70 |
| /home/developer/projects/oral-health-policy-pulse/Makefile                                                           | Makefile           |        145 |          0 |         25 |        170 |
| /home/developer/projects/oral-health-policy-pulse/README.md                                                          | Markdown           |        299 |          0 |        119 |        418 |
| /home/developer/projects/oral-health-policy-pulse/README_HF.md                                                       | Markdown           |         92 |          0 |         30 |        122 |
| /home/developer/projects/oral-health-policy-pulse/__init__.py                                                        | Python             |         17 |          1 |          4 |         22 |
| /home/developer/projects/oral-health-policy-pulse/agents/__init__.py                                                 | Python             |         14 |          1 |          2 |         17 |
| /home/developer/projects/oral-health-policy-pulse/agents/advocacy.py                                                 | Python             |        298 |         58 |         53 |        409 |
| /home/developer/projects/oral-health-policy-pulse/agents/base.py                                                     | Python             |        100 |         47 |         25 |        172 |
| /home/developer/projects/oral-health-policy-pulse/agents/classifier.py                                               | Python             |        189 |         67 |         40 |        296 |
| /home/developer/projects/oral-health-policy-pulse/agents/debate_grader.py                                            | Python             |        305 |         64 |         56 |        425 |
| /home/developer/projects/oral-health-policy-pulse/agents/mlflow_base.py                                              | Python             |        162 |        108 |         38 |        308 |
| /home/developer/projects/oral-health-policy-pulse/agents/mlflow_classifier.py                                        | Python             |        140 |        147 |         22 |        309 |
| /home/developer/projects/oral-health-policy-pulse/agents/orchestrator.py                                             | Python             |        154 |         81 |         35 |        270 |
| /home/developer/projects/oral-health-policy-pulse/agents/parser.py                                                   | Python             |        123 |         47 |         30 |        200 |
| /home/developer/projects/oral-health-policy-pulse/agents/scraper.py                                                  | Python             |      1,505 |        286 |        323 |      2,114 |
| /home/developer/projects/oral-health-policy-pulse/agents/scraper_undetected.py                                       | Python             |        173 |         46 |         43 |        262 |
| /home/developer/projects/oral-health-policy-pulse/agents/sentiment.py                                                | Python             |        248 |         73 |         61 |        382 |
| /home/developer/projects/oral-health-policy-pulse/alerts/keyword_monitor.py                                          | Python             |        344 |        146 |         78 |        568 |
| /home/developer/projects/oral-health-policy-pulse/api/__init__.py                                                    | Python             |          2 |          1 |          2 |          5 |
| /home/developer/projects/oral-health-policy-pulse/api/app.py                                                         | Python             |        429 |        100 |         89 |        618 |
| /home/developer/projects/oral-health-policy-pulse/api/auth.py                                                        | Python             |         74 |         52 |         28 |        154 |
| /home/developer/projects/oral-health-policy-pulse/api/database.py                                                    | Python             |         35 |         18 |         10 |         63 |
| /home/developer/projects/oral-health-policy-pulse/api/main.py                                                        | Python             |        687 |        152 |        143 |        982 |
| /home/developer/projects/oral-health-policy-pulse/api/models.py                                                      | Python             |        148 |         41 |         64 |        253 |
| /home/developer/projects/oral-health-policy-pulse/api/routes/__init__.py                                             | Python             |          0 |          3 |          1 |          4 |
| /home/developer/projects/oral-health-policy-pulse/api/routes/auth.py                                                 | Python             |        306 |         45 |         75 |        426 |
| /home/developer/projects/oral-health-policy-pulse/api/routes/social.py                                               | Python             |        393 |         43 |        109 |        545 |
| /home/developer/projects/oral-health-policy-pulse/api/static/assets/index-DCsXusS-.css                               | (Read Error)       |          0 |          0 |          0 |          0 |
| /home/developer/projects/oral-health-policy-pulse/api/static/assets/index-Pblxxtcz.js                                | (Read Error)       |          0 |          0 |          0 |          0 |
| /home/developer/projects/oral-health-policy-pulse/api/static/communityone_logo.svg                                   | XML                |         13 |          5 |          5 |         23 |
| /home/developer/projects/oral-health-policy-pulse/api/static/index.html                                              | HTML               |         17 |          0 |          1 |         18 |
| /home/developer/projects/oral-health-policy-pulse/api/static/privacyfacebook.html                                    | HTML               |        244 |          0 |         33 |        277 |
| /home/developer/projects/oral-health-policy-pulse/app.yaml                                                           | YAML               |         31 |          2 |          5 |         38 |
| /home/developer/projects/oral-health-policy-pulse/config/__init__.py                                                 | Python             |          2 |          1 |          2 |          5 |
| /home/developer/projects/oral-health-policy-pulse/config/settings.py                                                 | Python             |         73 |         21 |         21 |        115 |
| /home/developer/projects/oral-health-policy-pulse/databricks/README.md                                               | Markdown           |        253 |          0 |         61 |        314 |
| /home/developer/projects/oral-health-policy-pulse/databricks/deployment.py                                           | Python             |        193 |        108 |         44 |        345 |
| /home/developer/projects/oral-health-policy-pulse/databricks/evaluation.py                                           | Python             |        162 |        146 |         36 |        344 |
| /home/developer/projects/oral-health-policy-pulse/databricks/notebooks/01_agent_bricks_quickstart.py                 | Python             |         52 |        262 |         16 |        330 |
| /home/developer/projects/oral-health-policy-pulse/databricks/oral_health_schema.sql                                  | MS SQL             |        210 |         43 |         33 |        286 |
| /home/developer/projects/oral-health-policy-pulse/debug_eboard.py                                                    | Python             |         89 |         15 |         30 |        134 |
| /home/developer/projects/oral-health-policy-pulse/deploy-huggingface.sh                                              | Shell Script       |        110 |         18 |         21 |        149 |
| /home/developer/projects/oral-health-policy-pulse/discovery/README_NONPROFIT_DISCOVERY.md                            | Markdown           |        338 |          0 |        102 |        440 |
| /home/developer/projects/oral-health-policy-pulse/discovery/__init__.py                                              | Python             |          0 |         11 |          1 |         12 |
| /home/developer/projects/oral-health-policy-pulse/discovery/batch_processor.py                                       | Python             |        352 |        115 |         78 |        545 |
| /home/developer/projects/oral-health-policy-pulse/discovery/census_ingestion.py                                      | Python             |        217 |        110 |         61 |        388 |
| /home/developer/projects/oral-health-policy-pulse/discovery/city_scrapers_urls.py                                    | Python             |        170 |         85 |         59 |        314 |
| /home/developer/projects/oral-health-policy-pulse/discovery/comprehensive_discovery_pipeline.py                      | Python             |        434 |        107 |         95 |        636 |
| /home/developer/projects/oral-health-policy-pulse/discovery/curated_sources.py                                       | Python             |        173 |        163 |         68 |        404 |
| /home/developer/projects/oral-health-policy-pulse/discovery/dataverse_client.py                                      | Python             |        345 |        189 |         91 |        625 |
| /home/developer/projects/oral-health-policy-pulse/discovery/discovery_pipeline.py                                    | Python             |        192 |         93 |         58 |        343 |
| /home/developer/projects/oral-health-policy-pulse/discovery/external_url_datasets.py                                 | Python             |        362 |         74 |         64 |        500 |
| /home/developer/projects/oral-health-policy-pulse/discovery/gsa_domains.py                                           | Python             |        105 |         56 |         39 |        200 |
| /home/developer/projects/oral-health-policy-pulse/discovery/localview_ingestion.py                                   | Python             |        301 |        100 |         76 |        477 |
| /home/developer/projects/oral-health-policy-pulse/discovery/meetingbank_ingestion.py                                 | Python             |        256 |        128 |         81 |        465 |
| /home/developer/projects/oral-health-policy-pulse/discovery/nces_ingestion.py                                        | Python             |        120 |         59 |         35 |        214 |
| /home/developer/projects/oral-health-policy-pulse/discovery/nonprofit_discovery.py                                   | Python             |        375 |        154 |        112 |        641 |
| /home/developer/projects/oral-health-policy-pulse/discovery/openstates_sources.py                                    | Python             |        163 |         69 |         65 |        297 |
| /home/developer/projects/oral-health-policy-pulse/discovery/platform_detector.py                                     | Python             |        202 |         98 |         37 |        337 |
| /home/developer/projects/oral-health-policy-pulse/discovery/social_media_discovery.py                                | Python             |        238 |        137 |         59 |        434 |
| /home/developer/projects/oral-health-policy-pulse/discovery/url_discovery_agent.py                                   | Python             |        260 |        147 |         52 |        459 |
| /home/developer/projects/oral-health-policy-pulse/discovery/youtube_channel_discovery.py                             | Python             |        305 |        119 |         84 |        508 |
| /home/developer/projects/oral-health-policy-pulse/docker-compose.yml                                                 | YAML               |         53 |          1 |          6 |         60 |
| /home/developer/projects/oral-health-policy-pulse/docs/ACCOUNTABILITY_DASHBOARD_STRATEGY.md                          | Markdown           |        178 |          0 |         76 |        254 |
| /home/developer/projects/oral-health-policy-pulse/docs/ANSWER_URL_DATASETS.md                                        | Markdown           |        155 |          0 |         50 |        205 |
| /home/developer/projects/oral-health-policy-pulse/docs/CENSUS_DATA_FIX.md                                            | Markdown           |         69 |          0 |         32 |        101 |
| /home/developer/projects/oral-health-policy-pulse/docs/CHANGELOG_DISCOVERY_V2.md                                     | Markdown           |        112 |          0 |         38 |        150 |
| /home/developer/projects/oral-health-policy-pulse/docs/CIVIC_TECH_URL_SOURCES.md                                     | Markdown           |        188 |          0 |         67 |        255 |
| /home/developer/projects/oral-health-policy-pulse/docs/COST_BREAKDOWN.md                                             | Markdown           |        176 |          0 |         61 |        237 |
| /home/developer/projects/oral-health-policy-pulse/docs/COST_EFFECTIVE_STORAGE.md                                     | Markdown           |        389 |          0 |        159 |        548 |
| /home/developer/projects/oral-health-policy-pulse/docs/DATAVERSE_INTEGRATION.md                                      | Markdown           |        334 |          0 |        112 |        446 |
| /home/developer/projects/oral-health-policy-pulse/docs/DATAVERSE_INTEGRATION_SUMMARY.md                              | Markdown           |        170 |          0 |         57 |        227 |
| /home/developer/projects/oral-health-policy-pulse/docs/DATA_SOURCES.md                                               | Markdown           |        179 |          0 |         61 |        240 |
| /home/developer/projects/oral-health-policy-pulse/docs/DEBATE_GRADER_GUIDE.md                                        | Markdown           |        241 |          0 |         67 |        308 |
| /home/developer/projects/oral-health-policy-pulse/docs/EBOARD_AUTOMATED_SOLUTIONS.md                                 | Markdown           |        304 |          0 |         98 |        402 |
| /home/developer/projects/oral-health-policy-pulse/docs/EBOARD_COOKIE_GUIDE.md                                        | Markdown           |        184 |          0 |         63 |        247 |
| /home/developer/projects/oral-health-policy-pulse/docs/EBOARD_MANUAL_DOWNLOAD.md                                     | Markdown           |         95 |          0 |         31 |        126 |
| /home/developer/projects/oral-health-policy-pulse/docs/ENHANCEMENT_OFFICIAL_SOURCES.md                               | Markdown           |        175 |          0 |         79 |        254 |
| /home/developer/projects/oral-health-policy-pulse/docs/FRONTEND_INTEGRATION_GUIDE.md                                 | Markdown           |        332 |          0 |        113 |        445 |
| /home/developer/projects/oral-health-policy-pulse/docs/HANDLING_MULTIPLE_FORMATS.md                                  | Markdown           |        508 |          0 |        152 |        660 |
| /home/developer/projects/oral-health-policy-pulse/docs/HUGGINGFACE_DATASETS_ANALYSIS.md                              | Markdown           |        278 |          0 |         91 |        369 |
| /home/developer/projects/oral-health-policy-pulse/docs/HUGGINGFACE_FEATURE_SUMMARY.md                                | Markdown           |        186 |          0 |         76 |        262 |
| /home/developer/projects/oral-health-policy-pulse/docs/HUGGINGFACE_FILE_LIMITS.md                                    | Markdown           |        338 |          0 |        111 |        449 |
| /home/developer/projects/oral-health-policy-pulse/docs/HUGGINGFACE_PUBLISHING.md                                     | Markdown           |        318 |          0 |        129 |        447 |
| /home/developer/projects/oral-health-policy-pulse/docs/HUGGINGFACE_QUICK_START.md                                    | Markdown           |        290 |          0 |        112 |        402 |
| /home/developer/projects/oral-health-policy-pulse/docs/IMPACT_NAVIGATION_GUIDE.md                                    | Markdown           |        249 |          0 |        100 |        349 |
| /home/developer/projects/oral-health-policy-pulse/docs/INSTALLING_DOCUMENT_LIBRARIES.md                              | Markdown           |        118 |          0 |         44 |        162 |
| /home/developer/projects/oral-health-policy-pulse/docs/INTEGRATION_GUIDE.md                                          | Markdown           |        450 |          0 |        107 |        557 |
| /home/developer/projects/oral-health-policy-pulse/docs/INTEGRATION_STATUS.md                                         | Markdown           |        172 |          0 |         58 |        230 |
| /home/developer/projects/oral-health-policy-pulse/docs/JURISDICTION_DISCOVERY.md                                     | Markdown           |        450 |          0 |        131 |        581 |
| /home/developer/projects/oral-health-policy-pulse/docs/JURISDICTION_DISCOVERY_DEPLOYMENT.md                          | Markdown           |        150 |          0 |         60 |        210 |
| /home/developer/projects/oral-health-policy-pulse/docs/JURISDICTION_DISCOVERY_SETUP.md                               | Markdown           |        408 |          0 |        151 |        559 |
| /home/developer/projects/oral-health-policy-pulse/docs/LOCALVIEW_INTEGRATION_GUIDE.md                                | Markdown           |        177 |          0 |         76 |        253 |
| /home/developer/projects/oral-health-policy-pulse/docs/MIGRATION_SUMMARY_V2.md                                       | Markdown           |        193 |          0 |         77 |        270 |
| /home/developer/projects/oral-health-policy-pulse/docs/NEW_CAPABILITIES.md                                           | Markdown           |        256 |          0 |         89 |        345 |
| /home/developer/projects/oral-health-policy-pulse/docs/POLITICAL_ECONOMY_ANALYSIS.md                                 | Markdown           |        266 |          0 |         89 |        355 |
| /home/developer/projects/oral-health-policy-pulse/docs/RUNNING_DISCOVERY_AT_SCALE.md                                 | Markdown           |        410 |          0 |        126 |        536 |
| /home/developer/projects/oral-health-policy-pulse/docs/SCALE_AND_SEARCH_PATTERNS.md                                  | Markdown           |        684 |          0 |        170 |        854 |
| /home/developer/projects/oral-health-policy-pulse/docs/SCRAPER_IMPROVEMENTS.md                                       | Markdown           |        234 |          0 |         71 |        305 |
| /home/developer/projects/oral-health-policy-pulse/docs/SPLIT_SCREEN_SYSTEM.md                                        | Markdown           |        293 |          0 |         81 |        374 |
| /home/developer/projects/oral-health-policy-pulse/docs/URL_DATASETS_CONFIRMED.md                                     | Markdown           |        250 |          0 |         91 |        341 |
| /home/developer/projects/oral-health-policy-pulse/docs/URL_DATASET_INVESTIGATION.md                                  | Markdown           |        226 |          0 |         89 |        315 |
| /home/developer/projects/oral-health-policy-pulse/docs/VIDEO_CHANNEL_DISCOVERY.md                                    | Markdown           |        458 |          0 |        151 |        609 |
| /home/developer/projects/oral-health-policy-pulse/docs/VIDEO_SOURCES_COMPLETE.md                                     | Markdown           |        313 |          0 |        125 |        438 |
| /home/developer/projects/oral-health-policy-pulse/docs/VIDEO_URL_SOURCES.md                                          | Markdown           |        371 |          0 |         93 |        464 |
| /home/developer/projects/oral-health-policy-pulse/docs/YOUTUBE_DISCOVERY_IMPROVEMENTS.md                             | Markdown           |        337 |          0 |        102 |        439 |
| /home/developer/projects/oral-health-policy-pulse/examples/example_workflow.py                                       | Python             |        132 |         19 |         24 |        175 |
| /home/developer/projects/oral-health-policy-pulse/examples/full_demo.py                                              | Python             |        319 |         27 |         57 |        403 |
| /home/developer/projects/oral-health-policy-pulse/examples/integration_demo.py                                       | Python             |        143 |         36 |         41 |        220 |
| /home/developer/projects/oral-health-policy-pulse/examples/process_multiple_formats.py                               | Python             |         93 |         33 |         36 |        162 |
| /home/developer/projects/oral-health-policy-pulse/examples/targets.json                                              | JSON               |         32 |          0 |          1 |         33 |
| /home/developer/projects/oral-health-policy-pulse/examples/tuscaloosa_accountability_report.py                       | Python             |        488 |        166 |        115 |        769 |
| /home/developer/projects/oral-health-policy-pulse/examples/tuscaloosa_decision_analysis.py                           | Python             |        159 |         28 |         44 |        231 |
| /home/developer/projects/oral-health-policy-pulse/examples/tuscaloosa_political_economy.py                           | Python             |        279 |         76 |        105 |        460 |
| /home/developer/projects/oral-health-policy-pulse/extraction/accountability_dashboards.py                            | Python             |        391 |        137 |         87 |        615 |
| /home/developer/projects/oral-health-policy-pulse/extraction/budget_analyzer.py                                      | Python             |        155 |        202 |         23 |        380 |
| /home/developer/projects/oral-health-policy-pulse/extraction/decision_analyzer.py                                    | Python             |        336 |        106 |         44 |        486 |
| /home/developer/projects/oral-health-policy-pulse/extraction/summarizer.py                                           | Python             |        187 |        216 |         49 |        452 |
| /home/developer/projects/oral-health-policy-pulse/extraction/temporal_analyzer.py                                    | Python             |        226 |         65 |         55 |        346 |
| /home/developer/projects/oral-health-policy-pulse/extraction/universal_extractor.py                                  | Python             |        248 |         65 |         71 |        384 |
| /home/developer/projects/oral-health-policy-pulse/frontend/.eslintrc.cjs                                             | JavaScript         |         18 |          0 |          1 |         19 |
| /home/developer/projects/oral-health-policy-pulse/frontend/README.md                                                 | Markdown           |        126 |          0 |         41 |        167 |
| /home/developer/projects/oral-health-policy-pulse/frontend/index.html                                                | HTML               |         16 |          0 |          1 |         17 |
| /home/developer/projects/oral-health-policy-pulse/frontend/package-lock.json                                         | JSON               |      5,124 |          0 |          1 |      5,125 |
| /home/developer/projects/oral-health-policy-pulse/frontend/package.json                                              | JSON               |         45 |          0 |          1 |         46 |
| /home/developer/projects/oral-health-policy-pulse/frontend/policy-dashboards/README.md                               | Markdown           |        174 |          0 |         78 |        252 |
| /home/developer/projects/oral-health-policy-pulse/frontend/policy-dashboards/package-lock.json                       | JSON               |     17,457 |          0 |          1 |     17,458 |
| /home/developer/projects/oral-health-policy-pulse/frontend/policy-dashboards/package.json                            | JSON               |         36 |          0 |          1 |         37 |
| /home/developer/projects/oral-health-policy-pulse/frontend/policy-dashboards/public/communityone_logo.svg            | XML                |         13 |          5 |          5 |         23 |
| /home/developer/projects/oral-health-policy-pulse/frontend/policy-dashboards/public/index.html                       | HTML               |         17 |          0 |          1 |         18 |
| /home/developer/projects/oral-health-policy-pulse/frontend/policy-dashboards/src/App.jsx                             | JavaScript JSX     |      1,277 |         30 |         49 |      1,356 |
| /home/developer/projects/oral-health-policy-pulse/frontend/policy-dashboards/src/components/EndlessStudyLoop.jsx     | JavaScript JSX     |        139 |         13 |         11 |        163 |
| /home/developer/projects/oral-health-policy-pulse/frontend/policy-dashboards/src/components/HomePage.jsx             | JavaScript JSX     |        274 |          8 |         10 |        292 |
| /home/developer/projects/oral-health-policy-pulse/frontend/policy-dashboards/src/components/ImpactDashboard.jsx      | JavaScript JSX     |        243 |         20 |         18 |        281 |
| /home/developer/projects/oral-health-policy-pulse/frontend/policy-dashboards/src/components/NonprofitCard.jsx        | JavaScript JSX     |        273 |          9 |          9 |        291 |
| /home/developer/projects/oral-health-policy-pulse/frontend/policy-dashboards/src/components/SplitScreenView.jsx      | JavaScript JSX     |        347 |         12 |         17 |        376 |
| /home/developer/projects/oral-health-policy-pulse/frontend/policy-dashboards/src/components/Summary.jsx              | JavaScript JSX     |        168 |          9 |          7 |        184 |
| /home/developer/projects/oral-health-policy-pulse/frontend/policy-dashboards/src/components/TopicNavigation.jsx      | JavaScript JSX     |        488 |         11 |         13 |        512 |
| /home/developer/projects/oral-health-policy-pulse/frontend/policy-dashboards/src/components/WhereMoneyWent.jsx       | JavaScript JSX     |        146 |          9 |          8 |        163 |
| /home/developer/projects/oral-health-policy-pulse/frontend/policy-dashboards/src/components/WhoIsInCharge.jsx        | JavaScript JSX     |        141 |         11 |         11 |        163 |
| /home/developer/projects/oral-health-policy-pulse/frontend/policy-dashboards/src/components/WordsVsDollars.jsx       | JavaScript JSX     |        134 |         10 |          8 |        152 |
| /home/developer/projects/oral-health-policy-pulse/frontend/policy-dashboards/src/components/shared/BarMeter.jsx      | JavaScript JSX     |         28 |          4 |          3 |         35 |
| /home/developer/projects/oral-health-policy-pulse/frontend/policy-dashboards/src/components/shared/Compare.jsx       | JavaScript JSX     |         51 |          4 |          4 |         59 |
| /home/developer/projects/oral-health-policy-pulse/frontend/policy-dashboards/src/components/shared/DashboardTile.jsx | JavaScript JSX     |        148 |         14 |         10 |        172 |
| /home/developer/projects/oral-health-policy-pulse/frontend/policy-dashboards/src/components/shared/DecisionCard.jsx  | JavaScript JSX     |        236 |          8 |         10 |        254 |
| /home/developer/projects/oral-health-policy-pulse/frontend/policy-dashboards/src/components/shared/FilterPanel.jsx   | JavaScript JSX     |        225 |          6 |         10 |        241 |
| /home/developer/projects/oral-health-policy-pulse/frontend/policy-dashboards/src/components/shared/InsightBox.jsx    | JavaScript JSX     |         30 |          4 |          4 |         38 |
| /home/developer/projects/oral-health-policy-pulse/frontend/policy-dashboards/src/components/shared/MetricCard.jsx    | JavaScript JSX     |         30 |          4 |          3 |         37 |
| /home/developer/projects/oral-health-policy-pulse/frontend/policy-dashboards/src/index.css                           | PostCSS            |         26 |          0 |          6 |         32 |
| /home/developer/projects/oral-health-policy-pulse/frontend/policy-dashboards/src/index.js                            | JavaScript         |         10 |          0 |          2 |         12 |
| /home/developer/projects/oral-health-policy-pulse/frontend/postcss.config.js                                         | JavaScript         |          6 |          0 |          1 |          7 |
| /home/developer/projects/oral-health-policy-pulse/frontend/public/communityone_logo.svg                              | XML                |         13 |          5 |          5 |         23 |
| /home/developer/projects/oral-health-policy-pulse/frontend/public/privacyfacebook.html                               | HTML               |        244 |          0 |         33 |        277 |
